Age,Gender,Education Level,Marital Status,Income,Credit Score,Loan Amount,Loan Purpose,Employment Status,Years at Current Job,Payment History,Debt-to-Income Ratio,Assets Value,Number of Dependents,City,State,Country,Previous Defaults,Marital Status Change,Risk Rating
43,Male,Bachelor's,Married,97807.0,766.0,,Business,Self-employed,16,Poor,0.5787660941589917,,2.0,Huntfurt,PA,Saint Helena,3.0,1,Medium
65,Female,High School,Single,30162.0,771.0,20455.0,Business,Self-employed,13,Excellent,0.2906443536876119,227598.0,0.0,North Amanda,MH,British Virgin Islands,1.0,2,Medium
29,Female,Master's,Widowed,,792.0,21850.0,Personal,Employed,10,Excellent,0.4695809090216312,266926.0,2.0,Hendersonside,MD,Andorra,1.0,1,Medium
37,Male,PhD,Widowed,54409.0,642.0,29513.0,Home,Employed,14,Fair,0.4236258111815313,243686.0,1.0,Petersonborough,MS,United States Minor Outlying Islands,3.0,0,Medium
52,Non-binary,Bachelor's,Married,64493.0,674.0,9677.0,Business,Unemployed,9,Fair,0.1436622475208698,90805.0,3.0,Vaughnshire,NY,Svalbard & Jan Mayen Islands,4.0,1,Medium
65,Non-binary,Bachelor's,Single,47924.0,679.0,22253.0,Auto,Self-employed,14,Poor,0.4176815094914788,85781.0,2.0,North Susanbury,ME,Iran,1.0,2,Medium
36,Male,PhD,Divorced,56189.0,759.0,,Personal,Employed,17,Good,0.2987973795533323,184673.0,4.0,Port Jenna,KY,Belgium,0.0,0,Medium
54,Male,Bachelor's,Widowed,72136.0,792.0,30786.0,Personal,Employed,4,Fair,0.2026082736985327,242005.0,2.0,East Derrickhaven,VT,Mozambique,1.0,2,Medium
67,Female,Master's,Widowed,33795.0,768.0,10478.0,Auto,Employed,13,Poor,0.5631822568048012,,0.0,East Amandaport,OK,Serbia,2.0,1,Medium
58,Female,PhD,Single,84202.0,730.0,15515.0,Auto,Employed,8,Good,0.1464853113348527,215248.0,3.0,Lake Davidton,MT,Egypt,4.0,0,Medium
37,Non-binary,Bachelor's,Single,118642.0,759.0,35487.0,Auto,Self-employed,1,Good,0.3877746131020088,108782.0,4.0,Port Ashleyberg,GU,Mozambique,1.0,1,Medium
66,Male,Master's,Widowed,86453.0,740.0,8796.0,Business,Self-employed,13,Poor,0.423597096567361,127263.0,2.0,New Crystal,MO,Svalbard & Jan Mayen Islands,3.0,1,Medium
28,Male,Bachelor's,Single,68861.0,746.0,40989.0,Personal,Self-employed,2,Poor,0.269830240797989,145379.0,0.0,New Douglas,GA,Burkina Faso,2.0,1,Medium
49,Non-binary,Bachelor's,Divorced,71750.0,744.0,6703.0,Home,Unemployed,15,Fair,0.2735637126230895,214801.0,1.0,East Jonathan,NV,Saint Kitts and Nevis,2.0,2,Medium
65,Female,Master's,Single,66696.0,,41020.0,Personal,Employed,5,Excellent,0.1455324925941815,221966.0,1.0,North Christinefort,SC,Jordan,,2,Medium
41,Female,Bachelor's,Widowed,72273.0,,6688.0,Home,Unemployed,4,Fair,0.515950319045303,103515.0,0.0,West Deborah,MT,Equatorial Guinea,0.0,2,Medium
21,Male,PhD,Widowed,26861.0,767.0,28217.0,Personal,Unemployed,3,Poor,0.4362399857318297,38263.0,,Port Mariemouth,MN,Bhutan,4.0,2,Medium
69,Male,High School,Divorced,83056.0,741.0,38904.0,Business,Self-employed,6,Excellent,0.1356444360540582,245687.0,4.0,Port Michelleview,WV,Benin,,0,Medium
31,Male,PhD,Married,,624.0,34968.0,Auto,Self-employed,5,Good,0.5034274283683591,109356.0,3.0,Jenniferview,NY,Turkmenistan,0.0,2,Medium
41,Male,PhD,Widowed,73096.0,711.0,25710.0,Auto,Self-employed,5,Fair,0.3278892215142013,138680.0,2.0,Donnafurt,RI,Thailand,4.0,1,Medium
46,Non-binary,Master's,Married,96607.0,753.0,41969.0,Personal,Self-employed,10,Good,0.2621438040163397,159083.0,3.0,Obrienfort,IN,Mali,4.0,2,Medium
34,Non-binary,Master's,Widowed,46049.0,751.0,43321.0,Home,Employed,5,Fair,0.5412315312739664,129120.0,2.0,New Joseph,WV,Japan,4.0,0,Medium
35,Male,PhD,Single,110727.0,755.0,44452.0,Business,Employed,4,Poor,0.1747529971502855,108342.0,2.0,North Andrewtown,IA,Philippines,4.0,0,Medium
34,Female,Bachelor's,Single,83642.0,751.0,12190.0,Auto,Unemployed,5,Poor,0.3441170630908119,182869.0,1.0,Willisside,PR,Monaco,0.0,2,Medium
40,Non-binary,PhD,Divorced,105265.0,763.0,27903.0,Auto,Employed,1,Poor,0.4399422101134878,249185.0,2.0,Mitchelltown,VI,Suriname,4.0,1,Medium
27,Non-binary,Master's,Married,83497.0,702.0,13659.0,Business,Self-employed,10,Poor,0.2563979466031467,,2.0,Anthonyshire,NV,Tonga,2.0,1,Medium
65,Male,High School,Single,98254.0,,23453.0,Auto,Self-employed,16,Excellent,0.3726491033396683,,4.0,West Michaelburgh,OH,Guinea,4.0,2,Medium
46,Male,Bachelor's,Married,22039.0,,29107.0,Home,Self-employed,7,Excellent,0.3810642335170602,42522.0,,Halltown,DE,Guyana,,1,Medium
41,Female,High School,Divorced,,608.0,,Home,Unemployed,1,Fair,0.127779185011138,209688.0,0.0,Doughertyfurt,VI,Somalia,3.0,0,Medium
55,Non-binary,High School,Married,25870.0,725.0,25375.0,Business,Unemployed,4,Fair,0.3301248042291752,181851.0,1.0,North James,WV,Lithuania,2.0,1,Medium
44,Female,Master's,Single,77899.0,,,Home,Self-employed,5,Fair,0.5881805521497224,,,North Jamieville,WV,Sweden,4.0,2,Medium
45,Non-binary,Bachelor's,Widowed,49048.0,718.0,8107.0,Auto,Self-employed,5,Excellent,0.4656786579090395,212305.0,2.0,South Calvinfort,RI,New Caledonia,3.0,0,Medium
56,Male,Master's,Widowed,64016.0,622.0,9817.0,Auto,Unemployed,12,Excellent,0.2099752326475257,210156.0,1.0,Robinsonstad,VI,Tokelau,0.0,0,Medium
20,Female,High School,Widowed,60682.0,622.0,20907.0,Home,Employed,6,Good,0.3124622910213779,216240.0,1.0,Jamesburgh,VT,Korea,1.0,1,Medium
62,Male,Bachelor's,Widowed,56855.0,631.0,15112.0,Business,Employed,14,Fair,0.1586898500140167,203808.0,4.0,West Peter,MH,Nigeria,4.0,0,Medium
31,Female,Bachelor's,Single,71095.0,705.0,,Business,Self-employed,16,Good,0.2972777125896786,73626.0,,Millston,TN,Venezuela,1.0,1,Medium
18,Male,Bachelor's,Married,82160.0,752.0,28519.0,Home,Employed,2,Excellent,0.3128743307604937,23422.0,3.0,Port Joseph,LA,El Salvador,2.0,2,Medium
62,Male,High School,Married,46447.0,757.0,29405.0,Auto,Employed,4,Good,0.3600422318228312,,2.0,North Lynn,AR,Eritrea,2.0,2,Medium
45,Female,Bachelor's,Married,71253.0,652.0,27307.0,Auto,Self-employed,12,Poor,0.3212401189714869,107350.0,1.0,Lake Pamelabury,WA,Mauritius,0.0,0,Medium
60,Non-binary,High School,Married,26242.0,637.0,44308.0,Home,Employed,18,Excellent,0.3296719711295309,258070.0,4.0,North Johnnystad,PA,Aruba,1.0,1,Medium
36,Male,Bachelor's,Divorced,47987.0,793.0,7973.0,Business,Unemployed,1,Fair,0.2587011880907878,104222.0,3.0,New Matthewborough,MP,Lithuania,0.0,2,Medium
63,Male,PhD,Divorced,89674.0,,34161.0,Business,Unemployed,10,Good,0.3760387122295157,183444.0,3.0,Simpsonland,CT,Slovenia,4.0,2,Medium
40,Non-binary,Bachelor's,Divorced,100485.0,,39842.0,Auto,Unemployed,12,Good,0.1698741526171548,,4.0,Port Kari,MN,Micronesia,0.0,2,Medium
46,Female,High School,Single,110159.0,790.0,29837.0,Home,Self-employed,12,Poor,0.369030892174627,240011.0,1.0,West Tiffany,HI,Antarctica (the territory South of 60 deg S),2.0,1,Medium
56,Non-binary,PhD,Single,,797.0,,Personal,Self-employed,15,Poor,0.4489739348937271,141611.0,0.0,North Angela,MN,Korea,,1,Medium
56,Female,Master's,Married,73871.0,689.0,45186.0,Auto,Employed,12,Good,0.5587898048453033,121187.0,1.0,Johnsonborough,FL,Trinidad and Tobago,1.0,2,Medium
26,Non-binary,Master's,Widowed,,,,Auto,Unemployed,14,Poor,0.4513152916048305,209477.0,2.0,Port Vickie,SD,Guyana,1.0,1,Medium
39,Male,Bachelor's,Divorced,34332.0,,35126.0,Auto,Unemployed,14,Excellent,0.5644744409098692,285612.0,3.0,Mejiatown,FL,Saint Vincent and the Grenadines,2.0,0,Medium
56,Non-binary,Bachelor's,Widowed,36926.0,700.0,46525.0,Business,Self-employed,16,Excellent,0.1390478249746807,220452.0,4.0,Richardburgh,GA,Guam,2.0,0,Medium
20,Non-binary,PhD,Single,76865.0,628.0,9507.0,Business,Self-employed,5,Good,0.2565363904549781,214753.0,4.0,Garciafort,PW,Tajikistan,,2,Medium
63,Female,Bachelor's,Married,115198.0,617.0,36000.0,Personal,Employed,1,Poor,0.237218592634836,155070.0,1.0,North Danielfurt,WA,Christmas Island,1.0,0,Medium
22,Female,Master's,Widowed,65420.0,797.0,18847.0,Home,Employed,6,Poor,0.1959506612052758,35607.0,1.0,Harringtonmouth,GU,Korea,1.0,2,Medium
40,Female,Master's,Married,118095.0,,,Business,Self-employed,6,Excellent,0.2477944360135039,27012.0,2.0,Katelynfort,VI,Montserrat,,2,Medium
40,Non-binary,Bachelor's,Single,58368.0,735.0,32968.0,Business,Employed,12,Excellent,0.2579722991481133,228140.0,2.0,East Marilyn,MI,Saint Barthelemy,4.0,2,Medium
38,Male,Bachelor's,Married,110183.0,712.0,31117.0,Personal,Employed,6,Fair,0.404270802297113,41247.0,,North Laura,CT,Turkmenistan,0.0,2,Medium
31,Male,Master's,Married,40519.0,639.0,38782.0,Home,Employed,13,Good,0.2829856703527535,,2.0,West Tashaland,IL,Barbados,,2,Medium
39,Male,PhD,Married,52194.0,690.0,47771.0,Personal,Employed,11,Fair,0.3371470578790392,262230.0,3.0,Beckerbury,DE,British Virgin Islands,2.0,2,Medium
61,Non-binary,Master's,Single,43229.0,765.0,26213.0,Business,Unemployed,7,Poor,0.3558623524992659,26024.0,0.0,New Scott,WI,Morocco,4.0,0,Medium
48,Male,High School,Divorced,103576.0,604.0,37746.0,Auto,Self-employed,19,Fair,0.297905800960147,161919.0,3.0,South Josephport,AS,Nauru,3.0,0,Medium
59,Male,Master's,Single,32857.0,693.0,44060.0,Home,Unemployed,4,Excellent,0.319247195749282,254436.0,0.0,Michelestad,NH,Guernsey,,2,Medium
65,Non-binary,Bachelor's,Married,,752.0,10116.0,Business,Unemployed,10,Excellent,0.1615691927064141,44820.0,2.0,East Pamelaville,NY,Guam,4.0,2,Medium
67,Female,High School,Single,48210.0,729.0,14068.0,Auto,Self-employed,6,Fair,0.1318049383632555,221948.0,,West Curtistown,GU,Saudi Arabia,2.0,0,Medium
64,Female,PhD,Widowed,59314.0,753.0,20839.0,Business,Unemployed,11,Fair,0.2932035620647545,107546.0,4.0,Brianland,NV,Bulgaria,0.0,0,Medium
25,Male,Bachelor's,Single,,724.0,19973.0,Business,Self-employed,16,Fair,0.263176990264901,258851.0,2.0,North Julian,WA,Denmark,4.0,1,Medium
32,Non-binary,Master's,Married,,788.0,16070.0,Home,Unemployed,15,Good,0.5839755832739321,87829.0,2.0,North Aliceville,CO,Nepal,2.0,0,Medium
45,Non-binary,Master's,Widowed,,607.0,26597.0,Business,Unemployed,15,Excellent,0.2075875519252973,209170.0,3.0,Annamouth,OK,Netherlands Antilles,2.0,1,Medium
38,Non-binary,Bachelor's,Divorced,,782.0,19272.0,Home,Employed,5,Poor,0.4030785347964588,137204.0,1.0,Lake Saramouth,DC,Isle of Man,1.0,0,Medium
23,Non-binary,Bachelor's,Single,,,37837.0,Business,Employed,3,Poor,0.2947447365424362,251973.0,2.0,Tylerland,GA,Switzerland,1.0,2,Medium
54,Male,Bachelor's,Divorced,109930.0,714.0,6699.0,Home,Employed,19,Excellent,0.473013888848408,59352.0,2.0,Lopezland,AR,Colombia,,2,Medium
18,Female,High School,Single,37301.0,751.0,,Business,Employed,11,Fair,0.3432030646122229,165021.0,,Port Kristenburgh,MO,Ukraine,0.0,0,Medium
23,Male,PhD,Widowed,53617.0,701.0,22306.0,Auto,Employed,17,Good,0.2169253957366852,98231.0,2.0,Ianside,AZ,Brunei Darussalam,1.0,1,Medium
27,Non-binary,Master's,Single,94904.0,753.0,41311.0,Business,Self-employed,18,Good,0.5098174978599765,264314.0,1.0,Mendeztown,OH,Samoa,,2,Medium
24,Male,PhD,Divorced,34819.0,,7053.0,Personal,Employed,14,Poor,0.5806225230140791,224975.0,,South Albert,WI,Portugal,0.0,2,Medium
60,Male,PhD,Widowed,75178.0,770.0,37821.0,Personal,Self-employed,15,Fair,0.486359504602482,296981.0,3.0,West Kelly,NM,Mongolia,4.0,2,Medium
33,Female,Bachelor's,Single,48386.0,,35747.0,Auto,Unemployed,7,Excellent,0.1639040000916129,,,North Catherine,DC,British Indian Ocean Territory (Chagos Archipelago),0.0,0,Medium
42,Female,Bachelor's,Single,79596.0,,49689.0,Home,Self-employed,1,Excellent,0.3458940865428861,31391.0,0.0,Port Raymondfort,NJ,Brazil,1.0,1,Medium
46,Female,Bachelor's,Widowed,36092.0,754.0,28261.0,Business,Employed,10,Excellent,0.362070966666665,260294.0,1.0,Campbellburgh,NV,Iran,1.0,0,Medium
57,Non-binary,High School,Widowed,28058.0,706.0,19700.0,Auto,Unemployed,2,Poor,0.4061619776426688,134807.0,1.0,Shannonview,MD,Uganda,2.0,0,Medium
43,Male,Bachelor's,Widowed,43867.0,794.0,44806.0,Auto,Employed,5,Fair,0.3717575275239645,266335.0,3.0,Henryside,MP,France,3.0,0,Medium
41,Female,Bachelor's,Married,25257.0,612.0,10593.0,Business,Self-employed,16,Excellent,0.2671494531871704,298459.0,0.0,East Amy,VT,Sierra Leone,1.0,1,Medium
18,Female,High School,Widowed,,723.0,20770.0,Business,Employed,12,Poor,0.2929814640138674,234765.0,1.0,Mackenziehaven,PW,Rwanda,1.0,1,Medium
26,Male,Bachelor's,Single,,754.0,,Business,Unemployed,11,Good,0.4294280290423856,,3.0,New Kyle,VI,Kiribati,2.0,2,Medium
57,Male,High School,Single,71070.0,718.0,29900.0,Personal,Employed,10,Good,0.5415393116047876,68040.0,2.0,North Donnafurt,AK,New Caledonia,0.0,1,Medium
27,Male,Bachelor's,Widowed,,633.0,6899.0,Home,Unemployed,10,Fair,0.2490455638300773,252410.0,1.0,Juliemouth,VA,Kiribati,2.0,0,Medium
69,Male,PhD,Widowed,68392.0,,9923.0,Business,Unemployed,10,Poor,0.3786530850482666,30938.0,2.0,Goodmanfurt,NC,Paraguay,,0,Medium
33,Female,Master's,Married,47182.0,,18546.0,Personal,Self-employed,3,Excellent,0.4227211013381272,23274.0,4.0,East Valerie,CT,Slovenia,0.0,2,Medium
53,Female,Bachelor's,Widowed,110218.0,,27947.0,Home,Employed,6,Fair,0.2298220234125709,,2.0,Nancytown,NE,Sweden,1.0,1,Medium
32,Non-binary,Master's,Single,113779.0,,40844.0,Home,Employed,13,Good,0.5700000143147789,69631.0,,Smithhaven,MH,Heard Island and McDonald Islands,3.0,2,Medium
20,Male,Bachelor's,Divorced,74587.0,795.0,32193.0,Business,Self-employed,14,Good,0.4499977413591634,229957.0,3.0,Port Ryanside,MH,Falkland Islands (Malvinas),,2,Medium
28,Non-binary,PhD,Married,,,24825.0,Home,Unemployed,19,Poor,0.4750351139715316,113296.0,2.0,Mackburgh,ME,Yemen,1.0,1,Medium
48,Non-binary,Master's,Divorced,36691.0,665.0,15440.0,Home,Unemployed,7,Good,0.4419292965749782,39079.0,3.0,West Laurenchester,KY,Eritrea,0.0,0,Medium
52,Non-binary,High School,Married,92002.0,,25523.0,Personal,Employed,3,Poor,0.365864047544492,228334.0,0.0,West Edward,MS,Tanzania,4.0,2,Medium
34,Male,Bachelor's,Single,93424.0,728.0,26546.0,Business,Unemployed,7,Excellent,0.5559028307220106,255725.0,1.0,South Lance,MN,Iran,4.0,2,Medium
39,Male,Master's,Single,72488.0,770.0,12785.0,Auto,Unemployed,19,Fair,0.3755373539521965,170514.0,2.0,Olsonbury,IA,Djibouti,4.0,1,Medium
28,Female,Bachelor's,Divorced,80631.0,,39621.0,Home,Employed,5,Excellent,0.565651959422875,266492.0,3.0,New Alyssamouth,NH,Sweden,2.0,2,Medium
41,Non-binary,Bachelor's,Single,97656.0,718.0,43832.0,Business,Unemployed,16,Excellent,0.5231466531658802,200161.0,3.0,New Kellyville,DE,Lithuania,1.0,0,Medium
59,Non-binary,Master's,Divorced,98563.0,672.0,41927.0,Business,Self-employed,3,Good,0.2626493422161023,178069.0,2.0,New Christopher,MP,Congo,3.0,1,Medium
35,Male,Master's,Married,117757.0,761.0,44398.0,Home,Employed,2,Excellent,0.5324120801635929,135579.0,1.0,Stephanieburgh,CT,Cayman Islands,4.0,1,Medium
41,Non-binary,Bachelor's,Single,,771.0,45021.0,Business,Self-employed,7,Good,0.4831417635063537,,1.0,North Rickyberg,VT,Tajikistan,0.0,1,Medium
53,Female,Master's,Divorced,,656.0,36649.0,Home,Self-employed,2,Excellent,0.2936152033744742,268573.0,,Sarahfort,MH,Ireland,4.0,0,Medium
63,Non-binary,High School,Married,108633.0,,,Personal,Unemployed,12,Excellent,0.3004145166902173,62581.0,3.0,West Randy,NM,British Virgin Islands,3.0,1,Medium
35,Male,High School,Single,85638.0,635.0,7445.0,Auto,Employed,7,Poor,0.1781557176029839,,,Tonyafurt,DE,Faroe Islands,0.0,2,Medium
62,Male,Bachelor's,Single,,777.0,13084.0,Business,Unemployed,2,Excellent,0.2003673729375732,,4.0,Paulberg,OH,Belgium,1.0,1,Medium
53,Female,High School,Widowed,40121.0,698.0,15160.0,Personal,Self-employed,19,Fair,0.407208101349524,278639.0,4.0,West Kathrynview,NM,Zambia,4.0,2,Medium
53,Female,Bachelor's,Married,,,35166.0,Auto,Unemployed,10,Good,0.4558649581312569,220697.0,1.0,Jacobmouth,CT,Rwanda,4.0,2,Medium
39,Female,High School,Married,105442.0,,38119.0,Home,Unemployed,11,Poor,0.3270990261159048,109028.0,3.0,Brianchester,PW,Korea,0.0,0,Medium
39,Female,PhD,Single,32437.0,697.0,34145.0,Business,Self-employed,14,Good,0.3822904421460862,160056.0,,North Mitchell,CT,Micronesia,1.0,0,Medium
58,Female,High School,Widowed,119259.0,602.0,21334.0,Personal,Employed,19,Good,0.2216074710807299,205901.0,0.0,Boyleport,NC,Latvia,2.0,1,Medium
59,Male,PhD,Married,80659.0,727.0,35666.0,Home,Self-employed,4,Fair,0.5672590970043735,265063.0,3.0,Hobbsview,GA,Luxembourg,,0,Medium
21,Female,High School,Single,88956.0,,32817.0,Business,Unemployed,1,Poor,0.1046773946021283,,4.0,Port Victoria,CO,Lao People's Democratic Republic,,0,Medium
32,Female,Master's,Divorced,20393.0,748.0,43173.0,Auto,Employed,15,Excellent,0.3319191349107676,278778.0,2.0,North Katrinastad,SC,Senegal,3.0,0,Medium
55,Female,PhD,Divorced,59827.0,667.0,5493.0,Home,Employed,12,Excellent,0.1505454787997943,26229.0,,East Michelle,MP,Egypt,2.0,1,Medium
65,Female,Master's,Widowed,109795.0,716.0,,Home,Employed,10,Excellent,0.4379343982243934,,1.0,New Jamiemouth,AL,Kiribati,,1,Medium
50,Non-binary,Bachelor's,Widowed,,621.0,40044.0,Personal,Unemployed,5,Fair,0.1284277453158288,221640.0,1.0,North Karen,PW,Thailand,2.0,1,Medium
61,Female,Bachelor's,Widowed,,706.0,12556.0,Personal,Unemployed,17,Good,0.5338314145743376,150258.0,1.0,Port Christopherfurt,PR,Marshall Islands,,2,Medium
30,Female,Bachelor's,Divorced,44020.0,744.0,43382.0,Auto,Unemployed,10,Good,0.1887721687242325,140004.0,,South Traceyhaven,UT,Bouvet Island (Bouvetoya),2.0,2,Medium
28,Non-binary,Bachelor's,Divorced,27404.0,631.0,38077.0,Personal,Employed,19,Poor,0.3752070436856365,99718.0,2.0,Port Elizabethland,NV,Tonga,1.0,0,Medium
64,Non-binary,High School,Widowed,118505.0,,5232.0,Home,Unemployed,19,Excellent,0.5035462458502681,241037.0,4.0,Cannonstad,VI,Luxembourg,3.0,1,Medium
45,Female,High School,Widowed,42098.0,,27407.0,Auto,Unemployed,17,Good,0.4541191709732048,89018.0,3.0,Davidville,VT,United Arab Emirates,,0,Medium
45,Non-binary,Bachelor's,Widowed,67266.0,713.0,42030.0,Business,Unemployed,9,Excellent,0.3928040102685473,181240.0,2.0,Jacksonfurt,HI,Saint Vincent and the Grenadines,0.0,0,Medium
38,Male,PhD,Single,43570.0,,36493.0,Auto,Unemployed,11,Poor,0.3560705388216626,264381.0,0.0,Buckleyside,GU,Guinea-Bissau,1.0,0,Medium
39,Male,Master's,Divorced,93245.0,,16203.0,Business,Self-employed,9,Good,0.4280686889358993,38773.0,2.0,Port Thomas,RI,Cuba,,2,Medium
22,Female,PhD,Single,94683.0,797.0,9102.0,Auto,Self-employed,16,Fair,0.4256982944695868,281899.0,0.0,Billchester,AR,United States Minor Outlying Islands,3.0,2,Medium
66,Non-binary,Master's,Single,,680.0,19960.0,Personal,Employed,17,Excellent,0.4606610961294199,,3.0,New Kevin,AS,Estonia,2.0,0,Medium
69,Female,High School,Divorced,27197.0,,,Auto,Employed,14,Poor,0.3639270518458074,,3.0,Port Kim,KS,Gabon,0.0,2,Medium
28,Non-binary,Master's,Divorced,86652.0,,8365.0,Personal,Employed,5,Poor,0.1020413904959718,137464.0,2.0,Allenburgh,FL,Cape Verde,4.0,0,Medium
22,Female,PhD,Widowed,64957.0,752.0,33590.0,Auto,Self-employed,2,Poor,0.4250687059009422,72518.0,1.0,New Michael,PR,Cambodia,,1,Medium
29,Non-binary,Master's,Widowed,96821.0,681.0,25253.0,Business,Self-employed,15,Good,0.4889330375544932,53597.0,1.0,Port Ronaldton,KS,Equatorial Guinea,1.0,2,Medium
20,Male,Master's,Widowed,115619.0,759.0,26878.0,Personal,Unemployed,17,Fair,0.1978063868609492,176634.0,3.0,Lake Matthewberg,NH,Hungary,4.0,0,Medium
37,Male,Bachelor's,Widowed,70093.0,721.0,25883.0,Business,Employed,12,Poor,0.2609449431077718,,2.0,Susanfort,AS,Kiribati,0.0,2,Medium
28,Non-binary,Master's,Widowed,98255.0,670.0,28547.0,Home,Self-employed,11,Fair,0.5326050549781852,114844.0,4.0,North Vincentshire,AL,Norway,0.0,0,Medium
68,Male,PhD,Single,64585.0,745.0,12904.0,Auto,Unemployed,0,Good,0.3855431342114848,78715.0,,North Devin,NE,Cocos (Keeling) Islands,0.0,1,Medium
54,Non-binary,Master's,Single,31971.0,701.0,28274.0,Business,Employed,9,Fair,0.3697748924441156,254813.0,4.0,Harringtonborough,WA,Antigua and Barbuda,1.0,0,Medium
30,Non-binary,Master's,Married,,651.0,42083.0,Personal,Employed,10,Fair,0.3953244153030932,296268.0,0.0,Lake Claudia,TN,Dominica,3.0,0,Medium
55,Female,High School,Single,28689.0,793.0,40047.0,Personal,Self-employed,6,Poor,0.493075033647755,,,West Ashley,VI,French Polynesia,,0,Medium
50,Non-binary,Bachelor's,Single,24655.0,778.0,,Auto,Employed,12,Good,0.5706926888854332,66484.0,1.0,Lake Marcoside,MS,Uzbekistan,2.0,0,Medium
67,Female,Bachelor's,Divorced,70426.0,775.0,18460.0,Business,Unemployed,5,Fair,0.4189854774600692,42358.0,0.0,Reneeport,NM,Namibia,4.0,0,Medium
60,Male,PhD,Widowed,,663.0,13528.0,Auto,Employed,16,Excellent,0.2037587981783208,,1.0,Ryanbury,CA,Saint Vincent and the Grenadines,4.0,2,Medium
26,Female,Bachelor's,Widowed,55690.0,654.0,48479.0,Business,Employed,19,Fair,0.1555671285178159,198224.0,1.0,Garzamouth,CO,Australia,,0,Medium
32,Non-binary,Master's,Widowed,,,13977.0,Home,Employed,16,Excellent,0.4415658695189496,127014.0,1.0,South Aaronborough,MD,Timor-Leste,,0,Medium
30,Female,Bachelor's,Single,90207.0,749.0,49186.0,Auto,Self-employed,18,Poor,0.3247827255945145,232337.0,4.0,North Megan,MS,Western Sahara,0.0,1,Medium
30,Male,Bachelor's,Single,34063.0,682.0,35659.0,Personal,Employed,13,Good,0.1035638100459503,75933.0,1.0,Lake Brandi,HI,Suriname,,2,Medium
67,Non-binary,High School,Married,88951.0,,42761.0,Home,Employed,17,Fair,0.4069080329538056,152943.0,0.0,Sallybury,PW,American Samoa,2.0,1,Medium
47,Non-binary,PhD,Widowed,105439.0,775.0,40299.0,Business,Unemployed,3,Excellent,0.2390623916805534,81307.0,0.0,New Nicole,LA,Gabon,2.0,0,Medium
63,Male,Master's,Divorced,101565.0,672.0,,Auto,Self-employed,11,Good,0.5218076498823357,,0.0,Port Alexandrabury,CA,French Southern Territories,0.0,1,Medium
66,Male,High School,Divorced,102565.0,660.0,49066.0,Business,Employed,15,Fair,0.4227210843480325,99471.0,2.0,New Anne,DE,Tuvalu,1.0,0,Medium
30,Non-binary,PhD,Single,49030.0,,22716.0,Auto,Self-employed,5,Fair,0.1800151379713898,76054.0,4.0,Markborough,VA,Bermuda,4.0,1,Medium
29,Male,PhD,Single,57375.0,618.0,44998.0,Auto,Employed,19,Good,0.2576798103058385,61496.0,0.0,Port Russell,FM,Western Sahara,3.0,2,Medium
68,Female,PhD,Married,96789.0,765.0,,Personal,Unemployed,16,Excellent,0.3153048029298128,61747.0,3.0,Port Russell,KS,Ecuador,,2,Medium
38,Male,Master's,Divorced,,759.0,,Personal,Self-employed,10,Excellent,0.123673501366601,,2.0,Andrefurt,MN,Chad,0.0,1,Medium
31,Female,Bachelor's,Widowed,86302.0,702.0,40280.0,Auto,Employed,19,Good,0.1949568478738294,86795.0,0.0,South Johnport,KS,Mali,0.0,1,Medium
21,Male,PhD,Divorced,56764.0,740.0,5699.0,Home,Unemployed,3,Fair,0.1904696311941695,,3.0,Morrowfurt,MO,Lebanon,2.0,0,Medium
30,Male,High School,Married,119138.0,668.0,29122.0,Home,Unemployed,17,Fair,0.5777948304867354,256997.0,4.0,North Elizabethburgh,VI,Gabon,4.0,2,Medium
41,Female,High School,Single,48528.0,676.0,9029.0,Personal,Unemployed,13,Excellent,0.4138820614082252,24494.0,3.0,Debrafort,PA,Saint Lucia,3.0,0,Medium
34,Male,Master's,Divorced,,791.0,23461.0,Business,Self-employed,1,Poor,0.1193770956139685,106339.0,1.0,Pearsonmouth,NE,Sao Tome and Principe,0.0,2,Medium
24,Male,Bachelor's,Widowed,97185.0,629.0,17595.0,Home,Self-employed,0,Fair,0.1680799437619834,,1.0,New Christopherbury,SD,Wallis and Futuna,4.0,2,Medium
42,Male,Master's,Widowed,94083.0,717.0,25125.0,Business,Self-employed,17,Good,0.3088389175028682,294455.0,2.0,Allenmouth,AL,Ireland,,1,Medium
23,Male,Bachelor's,Widowed,86392.0,,28265.0,Personal,Unemployed,7,Excellent,0.1496932598804629,216741.0,0.0,Jesseport,IL,Croatia,,2,Medium
45,Male,High School,Widowed,67511.0,702.0,10251.0,Business,Self-employed,16,Good,0.3824025576993168,,1.0,Gonzalestown,NJ,Samoa,1.0,1,Medium
42,Male,PhD,Single,38277.0,637.0,33708.0,Home,Self-employed,19,Fair,0.4877666670320912,168834.0,1.0,New Edwardberg,DE,Libyan Arab Jamahiriya,0.0,2,Medium
35,Female,High School,Single,57982.0,747.0,,Business,Unemployed,15,Good,0.1680861516045832,148080.0,4.0,Kevinville,NJ,Saint Pierre and Miquelon,2.0,1,Medium
69,Female,PhD,Single,51437.0,732.0,21000.0,Home,Unemployed,8,Poor,0.2301490577145091,74074.0,4.0,Richardsonland,PR,Cote d'Ivoire,3.0,2,Medium
